hotel,is_canceled,lead_time,arrival_date_month,arrival_date_day_of_month,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,city,temperature_2m_mean,rain_sum,people,same_room,total_stays
Resort Hotel - Pune,0,27,August,30,HB,DEU,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,177.0,0,Transient,64.8,0,0,Pune,24.258331,2.1999998,2.0,Yes,7
Resort Hotel - Kochi,0,2,September,27,BB,PRT,Corporate,Corporate,0,0,0,0,No Deposit,0.0,0,Transient,42.0,0,0,Kochi,26.618752,1.9000001,1.0,No,1
Resort Hotel - Goa,0,1,November,22,BB,PRT,Corporate,Corporate,1,0,1,0,No Deposit,0.0,0,Transient,42.0,0,0,Goa,25.889587,0.0,1.0,Yes,1
Resort Hotel - Pune,0,2,July,7,BB,PRT,Corporate,Corporate,1,0,2,0,No Deposit,0.0,0,Transient,30.0,0,0,Pune,24.07292,6.4,1.0,Yes,1
Resort Hotel - Bangalore,0,1,January,29,BB,PRT,Corporate,Corporate,1,0,3,2,No Deposit,0.0,0,Transient,30.0,0,0,Bangalore,21.418753,0.0,2.0,Yes,1
Resort Hotel - Goa,0,0,November,2,BB,PRT,Corporate,Corporate,1,0,4,2,No Deposit,0.0,0,Transient,35.0,0,0,Goa,26.385416,7.7,1.0,Yes,5
Resort Hotel - Chandigarh,0,3,May,23,HB,PRT,Direct,Direct,0,0,0,1,No Deposit,250.0,0,Transient-Party,116.0,1,0,Chandigarh,32.854168,9.6,1.0,Yes,1
Resort Hotel - Goa,0,3,July,16,HB,PRT,Direct,Direct,0,0,0,1,No Deposit,250.0,0,Transient-Party,125.0,0,0,Goa,25.135416,49.6,2.0,Yes,1
Resort Hotel - Lucknow,0,28,January,10,BB,IND,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient,60.0,0,0,Lucknow,12.700002,0.0,2.0,Yes,2
Resort Hotel - Pune,0,28,April,25,BB,IND,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Group,90.0,0,0,Pune,31.306252,3.0,3.0,No,3
Resort Hotel - Goa,0,37,September,30,BB,BEL,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,6.0,0,Transient,41.4,0,0,Goa,27.099998,6.7999997,2.0,Yes,2
Resort Hotel - Indore,0,34,February,5,BB,NLD,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,Other,0,Transient,60.3,0,0,Indore,21.997917,0.0,2.0,Yes,4
Resort Hotel - Kochi,0,58,October,21,BB,ESP,Complementary,Direct,0,0,0,1,No Deposit,0.0,0,Transient,0.0,0,1,Kochi,26.264585,20.800003,2.0,No,2
Resort Hotel - Pune,0,45,November,18,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,64.0,0,1,Pune,23.006248,0.0,2.0,Yes,1
Resort Hotel - Pune,0,4,August,18,BB,DEU,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,177.0,0,Transient,46.0,0,0,Pune,24.668749,30.300003,2.0,Yes,7
Resort Hotel - Mumbai,0,194,March,11,BB,GBR,Direct,Direct,0,0,0,0,No Deposit,0.0,0,Transient,44.0,0,0,Mumbai,27.574999,0.0,2.0,Yes,9
Resort Hotel - Bangalore,0,29,April,30,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,171.0,0,Transient,55.89,0,1,Bangalore,30.831251,0.0,3.0,No,7
Resort Hotel - Jaipur,0,112,October,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,156.0,0,Transient,42.83,0,0,Jaipur,29.127083,0.0,2.0,Yes,7
Resort Hotel - Goa,0,147,July,15,HB,FRA,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient-Party,88.0,0,0,Goa,25.170835,65.2,1.0,Yes,8
Resort Hotel - Delhi,0,5,March,7,Undefined,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,40.0,0,Contract,99.5,0,0,Delhi,17.260416,0.0,2.0,Yes,7
Resort Hotel - Hyderabad,0,19,January,24,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,6.0,0,Transient,35.1,0,0,Hyderabad,24.4,0.2,1.0,Yes,5
Resort Hotel - Mumbai,0,18,December,14,HB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,6.0,0,Transient,64.8,0,0,Mumbai,25.691668,0.0,2.0,Yes,3
Resort Hotel - Pune,0,1,March,20,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,75.0,0,1,Pune,27.933334,0.0,2.0,Yes,1
Resort Hotel - Goa,0,4,September,6,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,95.0,0,2,Goa,25.522919,7.6999993,2.0,Yes,1
Resort Hotel - Goa,0,1,April,13,BB,PRT,Direct,TA/TO,0,0,0,0,No Deposit,0.0,0,Transient,95.0,0,2,Goa,30.018751,0.0,2.0,Yes,1
Resort Hotel - Hyderabad,0,20,October,8,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,314.0,0,Transient,61.2,0,0,Hyderabad,25.485415,0.5,2.0,Yes,5
Resort Hotel - Kolkata,0,0,May,22,BB,PRT,Direct,Direct,0,0,0,0,No Deposit,0.0,0,Transient,67.5,0,0,Kolkata,29.650002,1.9,2.0,Yes,1
Resort Hotel - Chandigarh,0,0,April,25,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,127.0,0,Transient,52.8,0,0,Chandigarh,29.356253,0.0,1.0,Yes,1
Resort Hotel - Mumbai,0,4,April,20,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,171.0,0,Transient,46.0,0,0,Mumbai,30.129166,0.0,2.0,Yes,1
Resort Hotel - Ahmedabad,0,115,August,4,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,26.0,0,Transient,41.04,0,0,Ahmedabad,27.23958,4.2,2.0,Yes,7
Resort Hotel - Pune,0,117,February,10,BB,SWE,Online TA,TA/TO,0,0,0,1,No Deposit,242.0,0,Transient,102.5,1,1,Pune,23.766668,0.0,2.0,Yes,4
Resort Hotel - Hyderabad,0,45,July,12,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,64.0,1,1,Hyderabad,26.1875,5.399999,2.0,Yes,2
Resort Hotel - Kochi,0,205,August,29,BB,FIN,Direct,Direct,0,0,0,1,No Deposit,250.0,0,Transient,141.0,1,0,Kochi,24.964582,15.200001,2.0,No,3
Resort Hotel - Kolkata,0,121,June,25,HB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,156.0,0,Transient,83.25,0,0,Kolkata,30.69583,0.4,2.0,Yes,7
Resort Hotel - Bhopal,0,74,September,17,BB,IRL,Groups,TA/TO,0,0,0,2,No Deposit,91.0,0,Transient-Party,36.0,0,0,Bhopal,24.71667,1.1,1.0,Yes,7
Resort Hotel - Indore,0,20,March,1,HB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient-Party,107.0,0,0,Indore,26.620834,0.0,1.0,Yes,6
Resort Hotel - Chennai,0,74,August,27,BB,IRL,Groups,TA/TO,0,0,0,1,No Deposit,91.0,0,Transient-Party,36.0,0,0,Chennai,29.893751,1.1,1.0,Yes,7
Resort Hotel - Kochi,0,74,January,20,BB,IRL,Groups,TA/TO,0,0,0,1,No Deposit,91.0,0,Transient-Party,37.43,0,0,Kochi,26.127083,14.3,1.0,Yes,7
Resort Hotel - Bangalore,0,20,January,26,BB,GBR,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,177.0,0,Transient,35.1,0,1,Bangalore,21.727081,0.0,1.0,Yes,4
Resort Hotel - Chennai,0,20,February,20,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,177.0,0,Transient,43.4,0,1,Chennai,26.785414,0.1,2.0,Yes,4
Resort Hotel - Pune,0,72,January,19,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,96.0,0,Transient-Party,41.4,0,0,Pune,20.516666,0.0,2.0,No,7
Resort Hotel - Lucknow,0,5,September,11,BB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,242.0,0,Transient,95.0,0,1,Lucknow,27.564583,34.600002,2.0,Yes,3
Resort Hotel - Kochi,0,20,September,21,HB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient-Party,113.0,1,2,Kochi,26.385414,2.8000002,2.0,Yes,6
Resort Hotel - Kochi,0,74,September,7,BB,IRL,Groups,TA/TO,0,0,0,2,No Deposit,91.0,0,Transient-Party,36.0,0,0,Kochi,26.558334,5.2999997,1.0,Yes,7
Resort Hotel - Kolkata,0,36,January,23,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,6.0,0,Transient,43.4,0,0,Kolkata,17.189583,0.0,2.0,No,7
Resort Hotel - Indore,0,27,December,12,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,95.0,0,Transient,41.4,0,0,Indore,17.537498,0.0,2.0,Yes,12
Resort Hotel - Ahmedabad,0,83,February,5,BB,FRA,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0,Transient,84.0,1,0,Ahmedabad,24.074999,0.0,2.0,No,3
Resort Hotel - Indore,0,54,July,30,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,95.0,0,Transient,52.2,0,0,Indore,25.258333,1.5000001,2.0,Yes,7
Resort Hotel - Bhopal,0,30,May,22,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,65.45,0,0,Bhopal,35.985416,0.0,2.0,Yes,1
Resort Hotel - Mumbai,0,72,September,3,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,96.0,0,Transient-Party,42.83,0,0,Mumbai,26.029165,12.0,2.0,No,7
Resort Hotel - Pune,0,33,June,20,BB,IRL,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,171.0,0,Transient,36.53,0,0,Pune,25.079168,3.2999997,2.0,Yes,7
Resort Hotel - Lucknow,0,228,May,24,BB,IRL,Direct,TA/TO,1,0,1,1,No Deposit,250.0,0,Transient,52.8,0,0,Lucknow,34.51458,0.0,2.0,Yes,7
Resort Hotel - Indore,0,9,June,9,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,171.0,0,Transient,41.4,0,0,Indore,31.745832,2.1,2.0,No,7
Resort Hotel - Hyderabad,0,72,September,7,BB,IRL,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,96.0,0,Transient-Party,41.4,0,0,Hyderabad,23.931252,8.400001,2.0,Yes,7
Resort Hotel - Indore,0,72,June,24,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,96.0,0,Transient-Party,43.4,0,0,Indore,27.266668,17.0,2.0,No,7
Resort Hotel - Mumbai,0,72,December,22,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,96.0,0,Transient-Party,41.4,0,0,Mumbai,23.991663,0.0,2.0,No,7
Resort Hotel - Kochi,0,5,November,5,HB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,40.0,0,Contract,51.0,0,0,Kochi,25.9125,0.5,1.0,No,7
Resort Hotel - Kolkata,0,72,October,3,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,96.0,0,Transient-Party,35.1,0,0,Kolkata,27.88125,14.900001,1.0,Yes,7
Resort Hotel - Bhopal,0,74,May,31,BB,GBR,Groups,TA/TO,0,0,0,2,No Deposit,91.0,0,Transient-Party,37.43,0,0,Bhopal,35.75625,0.0,1.0,Yes,7
Resort Hotel - Ahmedabad,0,72,May,20,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,96.0,0,Transient-Party,41.4,0,0,Ahmedabad,37.68333,0.0,2.0,No,7
Resort Hotel - Goa,0,72,January,15,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,96.0,0,Transient-Party,41.4,0,0,Goa,26.295832,0.0,2.0,Yes,7
Resort Hotel - Chandigarh,0,72,July,26,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,96.0,0,Transient-Party,35.1,0,0,Chandigarh,29.962502,3.4,1.0,Yes,7
Resort Hotel - Delhi,0,74,March,20,BB,IRL,Groups,TA/TO,0,0,0,2,No Deposit,91.0,0,Transient-Party,37.43,0,0,Delhi,23.585413,0.0,1.0,Yes,7
Resort Hotel - Chandigarh,0,72,October,25,BB,IRL,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,96.0,0,Transient-Party,41.4,0,0,Chandigarh,23.670835,0.0,2.0,Yes,7
Resort Hotel - Hyderabad,0,90,January,14,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,52.2,0,0,Hyderabad,23.752085,0.0,2.0,Yes,7
Resort Hotel - Chennai,0,87,July,21,HB,GBR,Groups,Direct,0,0,0,2,No Deposit,273.0,0,Transient-Party,80.81,0,0,Chennai,30.527084,2.6000001,2.0,Yes,7
Resort Hotel - Bhopal,0,52,December,27,HB,DEU,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,177.0,0,Transient,64.8,0,0,Bhopal,20.658333,5.8999996,2.0,Yes,7
Resort Hotel - Bangalore,0,87,September,4,HB,GBR,Groups,Direct,0,0,0,0,No Deposit,273.0,0,Transient-Party,47.9,0,0,Bangalore,23.281252,0.5,1.0,Yes,7
Resort Hotel - Ahmedabad,0,275,September,4,HB,GBR,Groups,Direct,0,0,0,0,No Deposit,273.0,0,Transient-Party,72.45,0,0,Ahmedabad,26.814583,1.3000001,2.0,Yes,7
Resort Hotel - Bhopal,0,190,October,26,HB,GBR,Groups,Direct,0,0,0,0,No Deposit,273.0,0,Transient-Party,47.9,0,0,Bhopal,25.708334,0.0,1.0,Yes,7
Resort Hotel - Jaipur,0,54,September,23,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,314.0,0,Transient,54.56,0,0,Jaipur,28.447914,0.0,2.0,Yes,6
Resort Hotel - Delhi,0,61,January,18,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,59.65,0,2,Delhi,11.34375,0.0,2.0,Yes,4
Resort Hotel - Delhi,0,78,February,13,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,42.43,0,2,Delhi,15.1312475,0.0,2.0,Yes,5
Resort Hotel - Chennai,0,68,October,23,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,42.43,0,1,Chennai,27.67292,0.0,2.0,Yes,5
Resort Hotel - Pune,0,78,May,9,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,42.43,0,2,Pune,29.4125,0.4,2.0,Yes,5
Resort Hotel - Chandigarh,0,277,January,29,HB,GBR,Groups,Direct,0,0,0,1,No Deposit,273.0,0,Transient-Party,68.74,0,0,Chandigarh,13.299999,0.0,2.0,No,7
Resort Hotel - Lucknow,0,87,April,3,HB,GBR,Groups,Direct,1,0,1,0,No Deposit,273.0,0,Transient-Party,36.22,0,0,Lucknow,28.224997,0.0,2.0,Yes,7
Resort Hotel - Ahmedabad,0,30,July,16,HB,GBR,Groups,Direct,1,0,1,1,Non Refund,273.0,0,Transient-Party,70.05,0,0,Ahmedabad,28.995832,20.2,2.0,Yes,9
Resort Hotel - Chennai,0,249,May,3,BB,GBR,Groups,Direct,1,0,3,0,No Deposit,273.0,0,Transient-Party,60.36,0,0,Chennai,32.268745,0.0,2.0,No,7
Resort Hotel - Ahmedabad,0,284,March,10,BB,GBR,Groups,Direct,1,0,4,0,No Deposit,273.0,43,Transient-Party,45.51,0,0,Ahmedabad,26.254166,0.0,2.0,Yes,7
Resort Hotel - Kolkata,0,140,January,7,BB,GBR,Groups,TA/TO,1,0,5,1,No Deposit,273.0,0,Group,0.0,0,1,Kolkata,19.822914,0.0,2.0,Yes,7
Resort Hotel - Goa,0,72,February,6,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,96.0,0,Transient-Party,36.0,0,0,Goa,27.562494,0.0,1.0,No,8
Resort Hotel - Mumbai,0,72,June,25,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,96.0,0,Transient-Party,36.0,0,0,Mumbai,28.252085,10.7,1.0,No,8
Resort Hotel - Mumbai,0,39,October,16,BB,FIN,Online TA,TA/TO,0,0,0,0,No Deposit,36.0,0,Transient,57.6,0,0,Mumbai,27.189583,8.0,1.0,Yes,3
Resort Hotel - Delhi,0,72,July,23,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,96.0,0,Transient-Party,36.0,0,0,Delhi,30.145834,8.6,1.0,No,8
Resort Hotel - Chennai,0,72,November,19,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,96.0,0,Transient-Party,36.0,0,0,Chennai,26.75,0.5,1.0,No,8
Resort Hotel - Hyderabad,0,129,March,4,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,0.0,0,Transient,55.3,1,0,Hyderabad,28.291664,0.1,2.0,No,1
Resort Hotel - Bangalore,0,8,November,20,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,90.09,0,0,Bangalore,22.097918,0.0,3.0,Yes,3
Resort Hotel - Delhi,0,7,March,20,BB,CHE,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,171.0,0,Transient,102.5,1,0,Delhi,23.585413,0.0,3.0,Yes,6
Resort Hotel - Pune,0,12,May,23,BB,PRT,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient,75.0,0,0,Pune,30.0375,2.6999998,2.0,No,4
Resort Hotel - Delhi,0,16,July,13,HB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,314.0,0,Transient,84.0,0,0,Delhi,29.954168,12.400001,2.0,Yes,1
Resort Hotel - Bhopal,0,0,February,29,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,152.0,0,Transient,55.0,0,0,Bhopal,22.987497,0.0,1.0,No,5
Resort Hotel - Lucknow,0,24,February,26,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,71.0,1,1,Lucknow,18.92708,0.0,2.0,Yes,4
Resort Hotel - Pune,0,1,October,8,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,101.0,1,1,Pune,25.45208,0.4,2.0,No,3
Resort Hotel - Bhopal,0,3,July,13,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,95.0,0,1,Bhopal,25.927084,12.0,2.0,Yes,1
Resort Hotel - Hyderabad,0,11,January,4,BB,IRL,Online TA,TA/TO,0,0,0,0,No Deposit,314.0,0,Transient,55.78,0,0,Hyderabad,22.03125,0.0,3.0,Yes,9
Resort Hotel - Hyderabad,0,50,May,16,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,118.0,1,1,Hyderabad,28.272919,8.8,4.0,Yes,2
Resort Hotel - Lucknow,0,13,March,5,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,75.0,0,1,Lucknow,16.435415,0.0,2.0,Yes,1
Resort Hotel - Kochi,0,37,February,4,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,75.0,0,1,Kochi,28.397917,0.0,2.0,Yes,1
Resort Hotel - Pune,0,7,March,7,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,91.0,1,1,Pune,26.195831,0.0,2.0,Yes,3
Resort Hotel - Lucknow,0,66,November,11,BB,ROU,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,73.0,0,1,Lucknow,24.368746,0.0,2.0,Yes,8
Resort Hotel - Chandigarh,0,153,September,25,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient-Party,123.0,0,2,Chandigarh,29.466667,0.1,4.0,Yes,3
Resort Hotel - Pune,0,18,May,27,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,56.05,1,1,Pune,27.55625,0.0,2.0,Yes,2
Resort Hotel - Kochi,0,23,July,2,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,75.0,0,1,Kochi,26.474998,8.3,2.0,No,2
Resort Hotel - Goa,0,153,November,28,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient-Party,52.2,0,2,Goa,24.752083,0.0,2.0,No,3
Resort Hotel - Chennai,0,7,June,29,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,171.0,0,Transient,70.0,0,0,Chennai,31.585411,2.1,2.0,Yes,6
Resort Hotel - Chandigarh,0,72,February,1,BB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,96.0,0,Transient-Party,36.0,0,0,Chandigarh,13.302082,2.1,1.0,No,8
Resort Hotel - Kolkata,0,86,July,11,HB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,94.25,0,1,Kolkata,29.566666,18.5,4.0,Yes,7
Resort Hotel - Goa,0,1,March,30,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient,82.0,1,0,Goa,29.558336,0.0,1.0,No,2
Resort Hotel - Hyderabad,0,12,June,10,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,54.86,0,1,Hyderabad,25.414581,9.900001,2.0,Yes,4
Resort Hotel - Kochi,0,11,March,1,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,54.86,0,0,Kochi,28.954165,0.1,2.0,Yes,4
Resort Hotel - Ahmedabad,0,51,June,21,FB,GBR,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,314.0,0,Transient,109.36,0,0,Ahmedabad,34.216663,0.1,2.0,Yes,3
Resort Hotel - Mumbai,0,59,January,30,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,53.4,0,2,Mumbai,24.352083,0.0,2.0,Yes,7
Resort Hotel - Ahmedabad,0,0,January,9,BB,PRT,Direct,Direct,0,0,0,0,No Deposit,0.0,0,Transient,62.0,1,0,Ahmedabad,22.220833,0.0,1.0,Yes,1
Resort Hotel - Bangalore,0,10,January,28,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,71.0,1,2,Bangalore,21.629166,0.0,2.0,Yes,3
Resort Hotel - Jaipur,0,3,January,2,BB,PRT,Direct,Direct,0,0,0,1,No Deposit,250.0,0,Transient,95.0,0,0,Jaipur,11.645833,0.0,2.0,Yes,2
Resort Hotel - Ahmedabad,0,1,February,21,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,65.0,0,0,Ahmedabad,24.533333,0.1,2.0,No,1
Resort Hotel - Mumbai,0,21,April,13,BB,NLD,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,6.0,0,Transient,53.8,0,0,Mumbai,26.622915,0.0,2.0,Yes,5
Resort Hotel - Ahmedabad,0,24,December,24,BB,CHN,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,85.0,0,2,Ahmedabad,20.339582,0.0,2.0,Yes,4
Resort Hotel - Delhi,0,74,September,9,BB,SWE,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,73.0,0,1,Delhi,28.439583,5.6,2.0,Yes,6
Resort Hotel - Pune,0,0,January,2,BB,FRA,Direct,Direct,0,0,0,0,No Deposit,0.0,0,Transient,91.0,1,0,Pune,22.497917,0.0,2.0,Yes,1
Resort Hotel - Ahmedabad,0,0,April,29,BB,PRT,Direct,Direct,0,0,0,0,No Deposit,0.0,0,Transient,85.0,0,0,Ahmedabad,33.870834,0.0,2.0,Yes,1
Resort Hotel - Goa,0,12,May,3,HB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,177.0,0,Transient,75.6,0,0,Goa,29.48334,0.0,2.0,Yes,7
Resort Hotel - Mumbai,0,34,July,12,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,156.0,0,Transient,60.0,0,0,Mumbai,25.862503,93.799995,2.0,No,3
Resort Hotel - Bangalore,0,15,March,4,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,60.96,0,1,Bangalore,26.662498,0.0,1.0,No,3
Resort Hotel - Goa,0,24,June,29,BB,Other,Online TA,TA/TO,0,0,0,0,No Deposit,314.0,0,Transient,66.2,0,2,Goa,25.445831,30.6,2.0,Yes,5
Resort Hotel - Ahmedabad,0,53,January,18,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,59.4,1,1,Ahmedabad,20.152082,0.0,2.0,No,3
Resort Hotel - Mumbai,0,2,February,23,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,6.0,0,Transient,39.0,0,0,Mumbai,24.270834,0.0,1.0,Yes,1
Resort Hotel - Bangalore,0,91,August,1,HB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,115.0,0,Transient,64.8,0,1,Bangalore,22.441666,4.2999997,2.0,Yes,7
Resort Hotel - Hyderabad,0,12,March,23,BB,MAR,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,65.33,1,1,Hyderabad,29.741663,0.0,2.0,Yes,6
Resort Hotel - Mumbai,0,88,May,3,HB,IRL,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,171.0,0,Transient,66.23,0,0,Mumbai,28.177078,0.0,2.0,Yes,7
Resort Hotel - Delhi,0,9,January,11,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0,Transient,62.18,0,1,Delhi,9.441666,0.0,2.0,Yes,4
Resort Hotel - Hyderabad,0,1,February,8,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient-Party,80.0,0,1,Hyderabad,26.570831,0.0,2.0,Yes,1
Resort Hotel - Indore,0,0,December,18,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,314.0,0,Transient,52.0,1,0,Indore,20.393751,0.0,1.0,Yes,1
Resort Hotel - Chandigarh,0,0,April,11,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,146.0,0,Transient,40.0,0,0,Chandigarh,26.15,0.0,1.0,No,1
Resort Hotel - Kochi,0,1,February,24,BB,CHN,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient-Party,80.0,0,1,Kochi,28.181253,4.8,2.0,Yes,1
Resort Hotel - Kochi,0,1,January,18,BB,CHN,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient-Party,80.0,0,1,Kochi,26.781248,2.4,1.0,Yes,1
Resort Hotel - Hyderabad,0,46,November,6,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,73.0,0,0,Hyderabad,23.797918,0.0,2.0,Yes,2
Resort Hotel - Lucknow,0,82,January,16,HB,GBR,Direct,Direct,0,0,0,0,No Deposit,250.0,0,Transient,79.3,0,0,Lucknow,11.285417,0.0,2.0,Yes,6
Resort Hotel - Mumbai,0,8,August,24,BB,IRL,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0,Transient,65.0,0,0,Mumbai,25.650002,64.2,2.0,Yes,5
Resort Hotel - Lucknow,0,0,June,2,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,339.0,0,Transient,52.0,0,0,Lucknow,34.722916,0.0,1.0,No,1
